CODE;NAME;CODECITY;LONGITUDE;LATITTUDE;CATEGORY
IJX;MUNICIPAL;1502;39.766666;-90.23333;AIRPORT
JAF;KANKESANTURAI;1506;9.783333;80.066666;AIRPORT
JAR;JAHROM;1507;34.13333;-118.01667;AIRPORT
JAI;SANGANEER;1508;26.816668;75.8;AIRPORT
HLP;HALIM PERDANA KUSUMA;1509;-6.266667;106.88333;AIRPORT
CGK;SOEKARNO-HATTA INTERNATIONAL;1509;-6.125556;106.65583;AIRPORT
DJB;SULTAN TAHA SYARIFUDN;1516;-1.638056;103.64445;AIRPORT
JMS;JAMESTOWN;1517;46.933334;-98.683334;AIRPORT
JHW;JAMESTOWN;1517;42.15;-79.25;AIRPORT
JGA;GOVARDHANPUR;1519;22.466667;70.0;AIRPORT
ZJS;JENA RAILWAY;1536;45.6;22.066668;AIRPORT
JRS;JERUSALEM;1541;31.864721;35.219166;AIRPORT
JMU;JIAMUSI;1549;46.833332;130.35;AIRPORT
JIL;JILIN;1560;43.86667;126.65;AIRPORT
TNA;JINAN;1561;36.75;116.96667;AIRPORT
JDZ;JINGDEZHEN;1564;29.266666;117.183334;AIRPORT
JNZ;JINZHOU;1569;39.1;121.71667;AIRPORT
JPA;CASTRO PINTO;1575;-7.15;-34.966667;AIRPORT
JDH;JODHPUR;1576;26.25;73.05;AIRPORT
JNB;OLIVER REGINALD TAMBO INTERNATIONAL;1578;-26.139168;28.24611;AIRPORT
JOT;MUNICIPAL;1582;41.533333;-88.083336;AIRPORT
JUB;JUBA;1590;4.871944;31.60111;AIRPORT
JUL;JULIACA;1592;-15.483333;-70.15;AIRPORT
KCM;KAHRAMANMARAS;1606;37.53889;36.953335;AIRPORT
KLT;KAISERSLAUTERN;1610;49.433334;7.75;AIRPORT
KGD;KALININGRAD DEVAU;1615;54.72639;20.575277;AIRPORT
KNU;KANPUR;1638;26.433332;80.36667;AIRPORT
KCK;FAIRFAX MUNICIPAL;1640;39.11667;-94.65;AIRPORT
OJC;JOHNSON EXECUTIVE;1640;38.85;-94.73333;AIRPORT
KHH;KAOSHIUNG INTERNATIONAL AIRPORT;1644;20.577223;120.3425;AIRPORT
KLC;KAOLACK;1645;14.083333;-16.5;AIRPORT
KHI;QUAID-E-AZAM INTL;1647;24.906668;67.160835;AIRPORT
KTW;PYRZOWICE;1672;50.474167;19.08;AIRPORT
KUN;KAUNAS;1674;54.96389;23.084723;AIRPORT
ASR;ERKILET INTERNATIONAL AIRPORT;1680;38.7;35.5;AIRPORT
KDI;WOLTER MONGINSIDI;1689;-4.081667;122.418335;AIRPORT
ENW;KENOSHA REGIONAL AIRPORT;1691;42.583332;-87.916664;AIRPORT
KSH;KERMANSHAH;1693;34.266666;47.1;AIRPORT
KKC;KHON KAEN;1704;16.45;102.833336;AIRPORT
KHY;KHOY;1708;38.4275;44.97361;AIRPORT
KDD;KHUZDAR;1711;27.8;66.6;AIRPORT
KEL;KIEL-HOLTENAU;1713;54.379444;10.145278;AIRPORT
QOH;HOTEL RUS BUS STATION;1715;50.433334;30.516666;AIRPORT
YQE;KIMBERLEY;1718;49.683334;-115.98333;AIRPORT
KIM;KIMBERLEY;1718;-28.8;24.766666;AIRPORT
KIN;NORMAN MANLEY;1724;17.933332;-76.78333;AIRPORT
KGO;KIROVOGRAD;1730;48.55;32.3;AIRPORT
KIS;KISUMU;1737;-0.083333;34.733334;AIRPORT
KIW;SOUTHDOWNS;1741;-12.839444;28.230556;AIRPORT
KXE;KLERKSDORP;1746;-26.966667;26.65;AIRPORT
UKB;KOBE;1749;34.63278;135.22389;AIRPORT
COK;COCHIN INTERNATIONAL;1751;10.151944;76.40195;AIRPORT
KCZ;KOCHI;1751;33.55;133.68333;AIRPORT
KOV;KOKSHETAU;1757;53.316666;69.4;AIRPORT
KLH;KOLHAPUR;1759;16.664722;74.289444;AIRPORT
HGO;KORHOGO;1771;9.416667;-5.616667;AIRPORT
ROR;BABELTHUAP/KOROR;1776;7.367222;134.54417;AIRPORT
KMW;KOSTROMA;1779;57.75;40.933334;AIRPORT
OSZ;KOSZALIN;1780;54.25;16.25;AIRPORT
KTU;KOTA;1781;25.0;76.5;AIRPORT
KJA;KRASNOJARSK;1794;56.173058;92.49333;AIRPORT
KUL;KUALA LUMPUR INTERNATIONAL AIRPORT;1800;2.745556;101.71;AIRPORT
SZB;SULTAN ABDUL AZIZ SHAH;1800;3.131667;101.54833;AIRPORT
TGG;SULTAN MAHMOOD;1801;5.386111;103.10778;AIRPORT
ZJB;KUANTAN PORT;1802;3.97;103.43889;AIRPORT
ZGY;KUCHING PORT;1803;5.966667;100.55;AIRPORT
KMS;KUMASI;1811;6.716667;-1.583333;AIRPORT
KOE;ELTARI;1818;-10.166667;123.666664;AIRPORT
KRO;KURGAN;1821;55.433334;65.3;AIRPORT
KUQ;KURI;1822;-7.133333;143.26666;AIRPORT
KUT;KOPITNARI;1829;42.176666;42.4825;AIRPORT
LCE;GOLOSON INTERNATIONAL;1838;15.75;-86.833336;AIRPORT
LPB;EL ALTO;1843;-16.513332;-68.19222;AIRPORT
LAP;GENERAL MANUEL M?RQUEZ DE LE?N INTERNATIONAL AIRPORT;1843;24.116667;-110.316666;AIRPORT
LPG;LA PLATA;1845;-34.916668;-57.95;AIRPORT
LSC;LA FLORIDA;1848;-29.466667;-71.933334;AIRPORT
LAY;LADYSMITH;1851;-28.583332;29.75;AIRPORT
LAJ;LAGES;1853;-27.8;-50.316666;AIRPORT
LOS;MURTALA MUHAMMED;1854;6.5775;3.321111;AIRPORT
LHE;ALAMA IQBAL INTERNATIONAL;1857;31.521667;74.40361;AIRPORT
ZRL;LANCASTER PA RAIL;1866;40.066666;38.766666;AIRPORT
WJF;WILLIAM J FOX;1866;34.7;-118.13333;AIRPORT
LAN;CAPITAL CITY;1868;42.783333;-84.583336;AIRPORT
LHW;LANZHOU AIRPORT;1870;36.016666;103.75;AIRPORT
ZGC;ZHONGCHUAN;1870;36.016666;103.71667;AIRPORT
LAO;LAOAG INTERNATIONAL AIRPORT;1871;18.183332;120.53333;AIRPORT
LRD;INTERNATIONAL;1874;27.533333;-99.46667;AIRPORT
LHS;LAS HERAS;1878;-46.533333;-68.95;AIRPORT
HSH;HENDERSON SKY HARBOR;1882;35.968334;-115.11916;AIRPORT
VGT;NORTH AIR TERMINAL;1882;36.216667;-115.2;AIRPORT
LSH;LASHIO;1883;22.966667;97.75;AIRPORT
LEH;OCTEVILLE;1893;49.533333;0.083333;AIRPORT
LME;ARNAGE;1895;48.0;1.25;AIRPORT
LCC;GALATINA;1898;40.25;18.133333;AIRPORT
LGP;LEGAZPI;1902;13.166667;123.73333;AIRPORT
LID;VALKENBURG;1905;52.16611;4.418056;AIRPORT
LGG;LIEGE AIRPORT;1933;50.63639;5.442778;AIRPORT
LIL;LESQUIN;1937;50.566666;3.1;AIRPORT
XDB;LILLE EUROPE RAIL SVC;1937;50.63333;3.066667;AIRPORT
LIG;BELLEGARDE;1942;45.860832;1.180278;AIRPORT
LYI;LINYI;1951;35.063057;118.34278;AIRPORT
LNZ;BLUE DANUBE;1952;48.3;14.3;AIRPORT
LPK;LIPETSK;1954;52.61667;39.6;AIRPORT
LZH;LIUZHOU;1959;24.366667;109.53333;AIRPORT
LJU;BRNIK;1965;46.22361;14.4575;AIRPORT
LFW;LOME;1971;6.166667;1.25;AIRPORT
LCY;LONDON CITY AIRPORT;1972;51.50528;0.055278;AIRPORT
LGW;LONDON GATWICK;1972;51.148056;-0.190278;AIRPORT
LHR;LONDON HEATHROW;1972;51.469723;-0.451389;AIRPORT
LOZ;CORBIN-LONDON;1972;37.083332;-84.066666;AIRPORT
JLB;HELIPORT;1975;-53.2;73.48333;AIRPORT
XLO;LONG XUYEN;1976;10.483333;105.45;AIRPORT
LSQ;LOS ANGELES;1981;-37.416668;-72.35;AIRPORT
LAX;LOS ANGELES INTERNATIONAL;1981;33.9425;-118.40722;AIRPORT
LOU;BOWMAN FIELD AIRPORT;1986;38.22778;-85.66361;AIRPORT
LMS;WINSTON COUNTY;1986;33.15;-89.066666;AIRPORT
REE;REESE AFB;1993;-18.55;126.75;AIRPORT
LUH;AMRITSAR;1999;30.9;75.85;AIRPORT
VSG;LUGANSK;2001;48.566666;39.333332;AIRPORT
LUN;LUSAKA;2007;-15.416667;28.333332;AIRPORT
LTN;LONDON LUTON;2008;51.86667;-0.366667;AIRPORT
UCK;LUTSK;2009;50.75;25.333332;AIRPORT
LYN;BRON;2014;45.72972;4.939444;AIRPORT
XYD;LYON PART-DIEU RAIL SV;2014;46.23528;5.151667;AIRPORT
MST;MAASTRICHT/AACHEN;2016;50.911667;5.770278;AIRPORT
MEA;MACAE;2018;-22.383333;-41.783333;AIRPORT
MCP;INTERNACIONAL;2020;0.066667;-51.066666;AIRPORT
MCZ;PALMARES;2021;-9.633333;-35.7;AIRPORT
MCN;LEWIS B WILSON;2026;32.683334;-83.65;AIRPORT
WRB;ROBINS AFB;2026;50.033333;4.2;AIRPORT
MSN;DANE COUNTY REGIONAL;2028;43.13972;-89.3375;AIRPORT
XMD;MADISON;2028;44.0;-97.11667;AIRPORT
MDN;JEFFERSON PROVING GRD;2028;38.733334;-85.36667;AIRPORT
MAD;BARAJAS;2030;40.466667;-3.566667;AIRPORT
IXM;MADURAI;2031;9.834444;78.09333;AIRPORT
MCJ;MAICAO;2041;11.383333;-72.23333;AIRPORT
MDI;MAKURDI;2048;7.716667;8.6;AIRPORT
SSG;SANTA ISABEL;2049;3.75;8.783333;AIRPORT
AGP;PABLO RUIZ PICASSO;2051;36.675;-4.499167;AIRPORT
MLE;MALE INTERNATIONAL;2057;4.191944;73.52917;AIRPORT
JMM;MALMO HARBOUR HELIPORT;2062;11.383333;8.283333;AIRPORT
XFR;MALMO SOUTH RAILWAY;2062;11.383333;8.283333;AIRPORT
MMX;STURUP;2062;55.55;13.366667;AIRPORT
MDC;SAMRATULANGI;2066;1.533333;124.916664;AIRPORT
MAO;EDUARDO GOMES INTL;2068;-3.038611;-60.047222;AIRPORT
MAN;MANCHESTER;2069;53.35;-2.266667;AIRPORT
MDL;MANDALAY INTERNATIONAL;2071;21.702223;95.977776;AIRPORT
MZL;SANTAGUIDA;2082;5.083333;-75.666664;AIRPORT
MHG;MANNHEIM ARPT;2083;49.483334;8.483333;AIRPORT
MEC;MANTA;2084;-0.95;-80.683334;AIRPORT
ZLO;MANZANILLO;2086;19.116667;-104.333336;AIRPORT
MPM;MAPUTO INTERNATIONAL;2090;-25.916668;32.566666;AIRPORT
MAB;MARABA;2092;-5.366667;-49.166668;AIRPORT
MAR;LA CHINITA;2093;10.68;-71.66028;AIRPORT
MYC;MARACAY;2095;10.25;-67.6;AIRPORT
MFQ;MARADI;2096;13.5;7.133333;AIRPORT
MGF;REGIONAL DE MARINGA SBMG;2108;-23.416668;-51.966667;AIRPORT
MVR;SALAM;2112;10.45;14.25;AIRPORT
MRS;MARSEILLE PROVENCE AIRPORT;2114;43.43667;5.215;AIRPORT
XRF;MARSEILLE RAILWAY;2114;47.066666;3.0;AIRPORT
MYP;MARY;2117;37.619446;61.896667;AIRPORT
VRO;KAWAMA;2126;23.036112;-81.57389;AIRPORT
AMI;SELAPARANG;2127;-8.566667;116.1;AIRPORT
MXI;IMELDA ROMUALDEZ MARCOS;2130;6.949444;126.273056;AIRPORT
MMJ;MATSUMOTO;2135;36.283333;138.0;AIRPORT
MUN;QUIRIQUIRE;2138;9.75;-63.166668;AIRPORT
MZT;GEN RAFAEL BUELNA;2145;23.233334;-106.416664;AIRPORT
MBI;MBEYA;2147;-8.916667;33.466667;AIRPORT
MES;POLONIA;2151;3.566667;98.683334;AIRPORT
MEK;MEKNES;2161;33.88333;-5.516667;AIRPORT
MEB;ESSENDON;2162;-37.7;144.86667;AIRPORT
KAH;CITY HELIPORT;2162;-37.716667;145.0;AIRPORT
MEM;MEMPHIS INTERNATIONAL;2165;35.066666;-89.96667;AIRPORT
MID;REJON;2168;20.933332;-89.666664;AIRPORT
RLO;VALLE DEL CONLARA;2170;-32.35;-65.03333;AIRPORT
MSC;FALCON FIELD;2173;33.45;-111.71667;AIRPORT
CHD;WILLIAMS GATEWAY AIRPORT;2173;33.307777;-111.655556;AIRPORT
MEZ;MESSINA;2175;-22.366667;29.983334;AIRPORT
JDM;DOWNTOWN HELIPORT;2181;10.016667;-73.65;AIRPORT
MPB;SPB;2181;25.775;-80.175;AIRPORT
OPF;OPA LOCKA;2181;25.906944;-80.278336;AIRPORT
MAF;MIDLAND INTERNATIONAL;2188;31.9425;-102.20194;AIRPORT
MKE;GENERAL MITCHELL INTERNATIONAL;2193;42.95;-87.9;AIRPORT
MWC;LAWRENCE J TIMMERMAN;2193;43.11028;-88.034164;AIRPORT
JDT;DOWNTOWN HELIPORT;2198;8.316667;40.033333;AIRPORT
MSP;MINNEAPOLIS - ST. PAUL INTL;2198;44.88333;-93.21694;AIRPORT
MHP;MINSK INTERNATIONAL 1;2200;54.0;28.0;AIRPORT
MSQ;MINSK INTERNATIONAL 2;2200;53.8825;28.030832;AIRPORT
MPD;MIRPUR KHAS;2203;25.533333;69.01667;AIRPORT
MPK;MOKPO;2233;34.761112;126.38611;AIRPORT
LOV;MONCLOVA;2236;26.95;-101.48333;AIRPORT
ROB;ROBERTS INTL;2237;6.252778;-10.35;AIRPORT
MLW;SPRIGG PAYNE;2237;6.233333;-10.366667;AIRPORT
MOC;MONTES CLAROS;2242;-16.716667;-43.816666;AIRPORT
MVD;CARRASCO INTERNATIONAL;2243;-34.838333;-56.030834;AIRPORT
GUN;GUNTER AFB;2244;51.066666;-1.166667;AIRPORT
MGJ;ORANGE COUNTY;2244;41.51;-74.264725;AIRPORT
XPJ;MONTPELLIER RAILWAY;2245;45.63333;-0.75;AIRPORT
YHU;ST HUBERT;2246;45.85278;-74.45;AIRPORT
YMX;MIRABEL;2246;45.666668;-74.03333;AIRPORT
YUL;MONTR?AL-PIERRE ELLIOTT TRUDEAU INTERNATIONAL AIRPORT;2246;45.470554;-73.74083;AIRPORT
MLM;FRANCISCO J. M?GICA INTERNACIONAL;2252;19.7;-101.2;AIRPORT
YVA;ICONI;2259;-11.7;43.233334;AIRPORT
HAH;PRINCE SAID IBRAHIM IN;2259;-12.469167;43.274723;AIRPORT
MQQ;MOUNDOU;2268;8.633333;16.066668;AIRPORT
MUX;MULTAN INTERNATIONAL;2277;30.203333;71.41917;AIRPORT
AGB;AUGSBURG - MUEHLHAUSEN;2280;48.38333;10.883333;AIRPORT
MUC;FRANZ JOSEF STRAUSS;2280;48.35;11.783333;AIRPORT
MZA;MUZAFFARNAGAR;2291;29.483334;77.7;AIRPORT
MWZ;MWANZA;2293;-2.45;32.933334;AIRPORT
MYQ;MYSORE;2298;12.3;76.65;AIRPORT
NDR;NADOR;2301;35.2;-2.916667;AIRPORT
NGS;NAGASAKI;2307;32.933334;129.93333;AIRPORT
NKM;KOMAKI AFB;2308;35.255;136.92444;AIRPORT
NAG;SONEGAON;2309;21.083332;79.05;AIRPORT
WIL;WILSON;2313;1.316667;36.8;AIRPORT
NUU;NAKURU;2320;-0.3;36.15;AIRPORT
NMA;NAMANGAN;2322;40.983334;71.6;AIRPORT
MSZ;NAMIBE;2323;-15.208611;12.160833;AIRPORT
KHN;NANCHANG;2329;28.633333;115.8;AIRPORT
ENC;ESSEY;2331;46.033333;6.583333;AIRPORT
NDC;NANDED;2332;19.183332;77.316666;AIRPORT
NNG;NANNING;2335;22.783333;108.0;AIRPORT
NTE;NANTES ATLANTIQUE;2337;47.15;-1.6;AIRPORT
NAP;CAPODICHINO;2344;40.886112;14.290833;AIRPORT
NRM;NARA;2345;15.25;-7.283333;AIRPORT
WZY;PARADISE ISLAND SEAPLANE BASE;2352;25.087221;-77.32389;AIRPORT
NAS;NASSAU INTERNATIONAL;2352;25.038889;-77.46611;AIRPORT
WNS;NAWABSHAH;2363;26.2;68.36667;AIRPORT
NLA;NDOLA;2367;-13.0;28.65;AIRPORT
NEF;NEFTEKAMSK;2369;56.1;54.35;AIRPORT
NVA;LA MARGUITA;2372;2.933333;-75.28333;AIRPORT
EWB;NEW BEDFORD;2378;41.683334;-70.96667;AIRPORT
HVN;NEW HAVEN;2381;41.266666;-72.88333;AIRPORT
ZVE;NEW HAVEN RAIL;2381;6.083333;-58.13333;AIRPORT
TSS;EAST 34TH ST HELIPORT;2382;40.744446;-73.97083;AIRPORT
JRE;EAST 60TH STREET H/P;2382;40.8;-73.96667;AIRPORT
FLU;FLUSHING;2382;5.5;-70.48333;AIRPORT
NBP;BATTERY PK CITY/N. COV;2382;5.5;-70.48333;AIRPORT
QNY;MARINE AIR TERMINAL;2382;5.5;-70.48333;AIRPORT
JRA;WEST 30TH ST HELIPORT;2382;40.754444;-74.0075;AIRPORT
WTC;WORLD TRADE CENTER;2382;40.666668;-74.01667;AIRPORT
ZME;METROPARK RAIL;2383;40.919445;74.16944;AIRPORT
EWR;NEWARK LIBERTY INTERNATIONAL;2383;40.6925;-74.16861;AIRPORT
BEO;BELMONT;2384;-33.033333;151.66667;AIRPORT
NCL;NEWCASTLE AIRPORT;2384;55.033333;-1.7;AIRPORT
ECS;MONDELL;2384;43.88333;-104.316666;AIRPORT
ONP;NEWPORT;2387;44.583332;-124.05;AIRPORT
EFK;NEWPORT;2387;44.88333;-72.23333;AIRPORT
NHA;NHA TRANG;2393;12.233333;109.183334;AIRPORT
NIM;NIAMEY;2394;13.483333;2.166667;AIRPORT
KIJ;NIIGATA;2398;37.95;139.11667;AIRPORT
FNI;GARONS;2406;43.85;4.416667;AIRPORT
OLS;INTERNATIONAL;2417;31.333332;-110.933334;AIRPORT
OFK;STEFAN FIELD;2425;41.983334;-97.433334;AIRPORT
OUN;MAX WESTHEIMER;2427;35.158333;-97.46667;AIRPORT
NRK;KUNGSANGEN;2428;58.61667;16.083332;AIRPORT
ORM;NORTHAMPTON;2431;52.3;-0.783333;AIRPORT
NWI;NORWICH INTERNATIONAL AIRPORT;2433;52.516666;1.25;AIRPORT
OIC;EATON;2433;42.983334;-80.6;AIRPORT
XQI;RAILWAY STATION;2435;52.966667;-1.166667;AIRPORT
NDB;NOUADHIBOU;2436;20.9325;-17.032778;AIRPORT
NOU;TONTOUTA;2439;-22.266666;166.45;AIRPORT
NOZ;NOVOKUZNETSK;2445;53.75;87.1;AIRPORT
GOH;NUUK;2458;64.166664;-51.716667;AIRPORT
UYL;NYALA;2459;12.066667;24.9;AIRPORT
OAK;OAKLAND INTERNATIONAL AIRPORT;2462;37.716667;-122.21667;AIRPORT
OCN;MUNICIPAL;2470;33.21722;-117.352776;AIRPORT
ODE;BELDRINGE;2474;55.476665;10.330833;AIRPORT
OKJ;OKAYAMA;2482;34.583332;133.93333;AIRPORT
DNA;KADENA AB;2484;26.355556;127.7675;AIRPORT
OKA;NAHA;2484;26.333332;127.833336;AIRPORT
TIK;TINKER AFB;2485;35.414722;-97.386665;AIRPORT
PWA;WILEY POST;2485;35.53417;-97.666664;AIRPORT
OLO;OLOMOUC;2493;49.416668;17.341667;AIRPORT
OMA;EPPLEY AIRFIELD;2496;41.3;-95.9;AIRPORT
ORN;ES SENIA;2508;35.61667;-0.616667;AIRPORT
ORA;ORAN;2508;-23.15;-64.316666;AIRPORT
OAG;SPRINGHILL;2509;-33.38361;149.1336;AIRPORT
ORB;OREBRO-BOFORS;2512;59.25;15.233333;AIRPORT
ORL;ORLANDO EXECUTIVE;2517;28.533333;-81.35;AIRPORT
MCO;ORLANDO INTERNATIONAL;2517;28.429443;-81.30889;AIRPORT
ORE;ORLEANS;2518;47.916668;1.9;AIRPORT
OMC;ORMOC;2519;11.05;124.566666;AIRPORT
ORU;ORURO;2521;-17.95;-67.1;AIRPORT
ITM;ITAMI;2522;34.78528;135.43805;AIRPORT
KIX;KANSAI INTERNATIONAL;2522;34.427223;135.2439;AIRPORT
GEN;OSLO - GARDERMOEN AIRPORT;2528;60.2;11.083333;AIRPORT
ZOS;CANAL BALO;2531;-40.6;-73.03333;AIRPORT
OSR;MOSNOV;2532;49.69611;18.110832;AIRPORT
ZIF;FALLOWFIELD RAILWAY;2537;45.416668;-75.7;AIRPORT
OUA;OUAGADOUGOU;2538;12.35;-1.516667;AIRPORT
OUD;LES ANGADES;2539;34.683334;-1.75;AIRPORT
OUL;OULU;2541;64.933334;25.366667;AIRPORT
OUS;OURINHOS;2543;-22.983334;-49.86667;AIRPORT
OXF;OXFORD;2548;51.833332;-1.25;AIRPORT
BZZ;RAF BRIZE NORTON;2548;51.75;-1.583889;AIRPORT
OXD;MIAMI UNIVERSITY;2548;45.733334;-63.86667;AIRPORT
UOX;UNIVERSITY-OXFORD;2548;34.38333;-89.53333;AIRPORT
PLM;MAHMUD BADARUDDIN II;2566;-2.9;104.7;AIRPORT
PMW;PALMAS;2574;-10.29;-48.357777;AIRPORT
PLW;MUTIARA;2577;-0.833333;119.84167;AIRPORT
PNV;PANEVEZYS;2581;55.733334;24.35;AIRPORT
PPT;FAA'A;2589;-17.556667;-149.61139;AIRPORT
PBM;ZANDERIJ INTL;2592;5.452778;-55.18778;AIRPORT
ORG;ZORG EN HOOP;2592;5.491667;-55.183334;AIRPORT
PNG;MUNICIPAL;2594;-25.516666;-48.5;AIRPORT
BVA;BEAUVAIS-TILLE;2598;49.45;2.116667;AIRPORT
CDG;CHARLES DE GAULLE;2598;49.016666;2.55;AIRPORT
JDP;HELIPORT DE PARIS;2598;-44.066666;-70.48333;AIRPORT
POX;PARIS CERGY PONTOISE;2598;49.09667;2.040833;AIRPORT
PRX;COX FIELD;2598;33.63333;-95.45;AIRPORT
PHT;HENRY COUNTY;2598;36.333332;-88.38333;AIRPORT
PHB;SANTOS DUMONT;2600;-2.9;-41.766666;AIRPORT
JPD;HELIPORT;2602;34.13333;-118.13333;AIRPORT
PSW;PASSOS;2606;-20.716667;-46.61667;AIRPORT
IXP;PATHANKOT;2611;32.233334;75.63333;AIRPORT
PAT;PATNA;2613;25.590279;85.08972;AIRPORT
GPA;ARAXOS AIRPORT;2616;38.25;21.733334;AIRPORT
PWQ;PAVLODAR;2619;52.183334;77.066666;AIRPORT
QPJ;PECS-POGANY;2621;45.989166;18.242222;AIRPORT
PEI;MATECANA;2634;4.8;-75.75;AIRPORT
PSL;PERTH;2639;56.4;-3.466667;AIRPORT
ZXP;SCOTRAIL;2639;56.4;-3.433333;AIRPORT
PSR;LIBERI;2642;42.466667;14.216667;AIRPORT
PNZ;INTERNACIONAL;2648;-9.383333;-40.5;AIRPORT
PNH;PHNOM PENH INTERNATIONAL;2655;11.55;104.85;AIRPORT
LUF;LUKE AFB;2656;6.466667;-57.65;AIRPORT
PHX;SKY HARBOR INTL;2656;33.433334;-112.03333;AIRPORT
DVT;PHOENIX DEER VALLEY AIRPORT;2656;33.68833;-112.0825;AIRPORT
PIL;PILAR;2664;-26.85;-58.316666;AIRPORT
AGC;ALLEGHENY COUNTY;2685;40.35;-79.933334;AIRPORT
PIU;PIURA;2686;-5.2;-80.61667;AIRPORT
PLH;PLYMOUTH;2693;50.416668;-4.116667;AIRPORT
PLY;PLYMOUTH;2693;41.36667;-86.3;AIRPORT
PNR;POINTE NOIRE;2701;-4.816111;11.886667;AIRPORT
PKR;POKHARA;2702;28.233334;83.86667;AIRPORT
PNK;SUPADIO;2709;-0.05;109.38333;AIRPORT
PBD;PORBANDAR;2712;21.65;69.65;AIRPORT
POM;JACKSON FLD;2717;-9.433333;147.22;AIRPORT
PSD;PORT SAID;2718;31.283333;32.233334;AIRPORT
PWM;INTL JETPORT;2721;43.65;-70.3;AIRPORT
OPO;FRANCISCO S? CARNEIRO;2723;41.248055;-8.681389;AIRPORT
PGP;PORTO ALEGRE;2724;0.033333;6.533333;AIRPORT
PME;PORTSMOUTH;2728;50.833332;-1.05;AIRPORT
PPY;POUSO ALEGRE;2735;-22.289167;-45.919167;AIRPORT
POZ;LAWICA;2737;52.421112;16.82639;AIRPORT
RAI;FRANCISCO MENDES;2739;14.925278;-23.503056;AIRPORT
HPR;CENTRAL HPR;2744;-2.266667;-79.333336;AIRPORT
HIC;ISCOR HELIPORT;2744;-2.266667;-79.333336;AIRPORT
PRY;WONDERBOOM APT.;2744;-25.65;28.216667;AIRPORT
PRU;PROME;2749;18.933332;-95.21667;AIRPORT
PVD;T. F. GREEN AIRPORT;2750;41.733334;-71.433334;AIRPORT
PCL;CAPTAIN ROLDEN INTERNATIONAL AIRPORT;2752;-8.366667;-74.583336;AIRPORT
PUB;MEMORIAL;2756;38.283333;-104.5;AIRPORT
UPC;PUERTO LA CRUZ;2759;28.4;-16.55;AIRPORT
PMC;TEPUAL;2760;-41.483334;-72.85;AIRPORT
PNQ;LOHEGAON;2764;18.583332;73.916664;AIRPORT
PUQ;PRES IBANEZ;2766;-53.1;-70.88333;AIRPORT
PWL;PURWOKERTO;2773;7.45;109.416664;AIRPORT
FNJ;SUNAN INTERNATIONAL;2778;39.224167;125.67028;AIRPORT
TAO;QINGDAO;2788;36.1;120.316666;AIRPORT
NDG;QIQIHAR;2793;47.516666;112.13333;AIRPORT
XFY;SAINTE-FOY RAIL SVCE.;2799;46.8;-71.25;AIRPORT
XFZ;CHARNY;2799;46.8;-71.25;AIRPORT
UEL;QUELIMANE;2801;-17.866667;36.85;AIRPORT
UET;QUETTA;2803;30.25;66.933334;AIRPORT
RBA;SALE;2815;34.05;-6.75;AIRPORT
VKG;RACH GIA;2816;9.995278;105.09583;AIRPORT
GZA;GAZA - YASER ARAFAT INTERNATIONAL AIRPORT;2819;31.235556;34.268333;AIRPORT
RYK;RAHIM YAR KHAN;2821;28.4;70.28333;AIRPORT
RJA;RAJAHMUNDRY;2827;16.983334;81.78333;AIRPORT
RAJ;CIVIL;2829;22.316668;70.78333;AIRPORT
RJH;RAJSHAHI;2830;24.416668;88.50833;AIRPORT
IXR;BIRSA MUNDA INTERNATIONAL;2836;23.314167;85.32167;AIRPORT
RAU;RANGPUR;2841;25.75;89.23333;AIRPORT
REC;GUARARAPES INTL;2850;-8.125833;-34.92389;AIRPORT
REI;REGINA;2854;4.316667;-52.13333;AIRPORT
RNS;ST JACQUES;2857;48.066666;-1.733333;AIRPORT
RES;RESISTENCIA;2861;-27.466667;-58.983334;AIRPORT
KEF;KEFLAVIK INTERNATIONAL;2866;63.983334;-22.6;AIRPORT
REX;GEN LUCIO BLANCO;2867;26.066668;-98.26667;AIRPORT
RAO;LEITE LOPES;2869;-21.134167;-47.774166;AIRPORT
RCM;RICHMOND;2870;-20.716944;143.11667;AIRPORT
XRH;RICHMOND AFB;2870;48.166668;-65.833336;AIRPORT
RIX;RIGA INTERNATIONAL;2873;56.92361;23.971111;AIRPORT
RJK;RIJEKA;2874;45.333332;14.591667;AIRPORT
RMI;MIRAMARE;2875;44.016666;12.6;AIRPORT
RBR;PRES. MEDICI;2876;-10.0;-67.816666;AIRPORT
RIG;RIO GRANDE;2881;-32.083332;-52.166668;AIRPORT
RIV;MARCH ARB;2885;33.880833;-117.259445;AIRPORT
RIR;RIVERSIDE FLA-BOB;2885;-29.666668;30.016666;AIRPORT
RAL;RIVERSIDE MUNICIPAL;2885;33.95;-117.433334;AIRPORT
RCS;ROCHESTER;2893;51.35;0.5;AIRPORT
RCR;FULTON COUNTY;2893;49.916668;-0.966667;AIRPORT
RST;INTERNATIONAL;2893;43.908333;-92.5;AIRPORT
RMC;MACHESNEY;2894;-32.85;24.166668;AIRPORT
RFD;GREATER ROCKFORD AIRPORT;2894;42.2;-89.1;AIRPORT
ROO;RONDONOPOLIS;2898;-16.433332;-54.716667;AIRPORT
ROS;FISHERTON;2900;-32.833332;-60.716667;AIRPORT
DCF;CANE FIELD;2901;15.336667;-61.392223;AIRPORT
RYB;RYBINSK;2917;58.099445;38.9175;AIRPORT
