NAME;CATEGORY
FOOD CITY PHARMACY;PHARMACY
FOOD LION PHARMACY;PHARMACY
FOOD LION;PHARMACY
FOREST PARK MEDICAL CENTER AT SOUTH LAKE;PHARMACY
FOREST PARK MEDICAL CENTER OF FRISCO;PHARMACY
FOREST PARK MEDICAL CENTER;PHARMACY
FORK UNION PHARMACY;PHARMACY
FORT BEND CTY CLINICAL HEALTH;PHARMACY
FORT BEND PHARMACY;PHARMACY
FORT BEND SURGERY CENTER INC;PHARMACY
FORT DUNCAN REGIONAL MEDICAL;PHARMACY
FORT LEWIS PHARMACY;PHARMACY
FORT WORTH ENDOSCOPY CENTER;PHARMACY
FORT WORTH PHARMACY;PHARMACY
FORT WORTH SURGERY CENTER;PHARMACY
FORTY ACRES PHARMACY;PHARMACY
FOUNDATION SURGICAL HOSPITAL OF;PHARMACY
FOUR RIVERS PHARMACY;PHARMACY
FRANKLIN PHARMACY;PHARMACY
FRANZ PHARMACY;PHARMACY
FREDS PHARMACY;PHARMACY
FREDERICKSBURG LTC;PHARMACY
FREDRICKSBURG CBOC;PHARMACY
FREEDOM FERTILITY PHARMACY;PHARMACY
FREEDOM PHARMACY;PHARMACY
FREEPORT PHARMACY;PHARMACY
FRESENIUS MEDICAL CARE NORTH AMERICA;PHARMACY
FRESENIUS MEDICAL CARE NORTH;PHARMACY
FRESENIUS MEDICAL CARE RX;PHARMACY
FRESH AIR PHARMACY;PHARMACY
FRIENDLY PHARMACY;PHARMACY
FRIENDSHIP PHARMACY;PHARMACY
FRIO REGIONAL HOSPITAL;PHARMACY
FRISCO REPRODUCTIVE SURGERY;PHARMACY
FRITCH DRUG  GIFT SHOPPE;PHARMACY
FRONTERA HEALTHCARE MENARD;PHARMACY
FRONTERA HEALTHCARE NETWORK;PHARMACY
FRONTIER PHARMACY INC;PHARMACY
FRUTH PHARMACY;PHARMACY
FRYS PRESCRIPTION PHARMACY;PHARMACY
FULSHEAR PHARMACY;PHARMACY
FULTON PHARMACY;PHARMACY
FUSION RX COMPOUNDING PHARMACY;PHARMACY
GAB ENDOSCOPY CENTER LTD;PHARMACY
GABECARE DIRECTRX INC;PHARMACY
GAILS PHARMACY;PHARMACY
GALAXY PHARMACY;PHARMACY
GALE COMPOUNDING PHARMACY;PHARMACY
GALLAGHERS PHARMACY;PHARMACY
GALLOWAY PHARMACY;PHARMACY
GALVESTON COUNTY GOVT EMPLOYEES PHCY;PHARMACY
GALVESTON COUNTY HEALTH DISTRICT;PHARMACY
GAMBOSO PHARMACY;PHARMACY
GARCIAS PILLBOX;PHARMACY
GARDEN PHARMACY;PHARMACY
GARLAND HEALTH CENTER PHARMACY;PHARMACY
GARLAND INDEPENDENT PHARMACY;PHARMACY
GARLAND WHC PHARMACY;PHARMACY
GARZA PHARMACY;PHARMACY
GASTROENTEROLOGY CONSULTANTS OF;PHARMACY
GATESVILLE DRUG CO LTD;PHARMACY
GATEWAY COMMUNITY HEALTH CNTR;PHARMACY
GATEWAY COMMUNITY HEALTH;PHARMACY
GB PHARMACY;PHARMACY
GDERO PHARMACY . BAIGORRIA;PHARMACY
GE HEALTHCARE;PHARMACY
GE PHARMACY SERVICES;PHARMACY
GEE SHIPMAN PHARMACY;PHARMACY
GEESONS PHARMACY;PHARMACY
GEHRING PHARMACY;PHARMACY
GEM EDWARDS PHARMACY;PHARMACY
GENERX DISCOUNT PHARMACY INC;PHARMACY
GENERX DISCOUNT PHARMACY;PHARMACY
GENESIS DRUGS INC;PHARMACY
GENOA HEALTHCARE;PHARMACY
GENPHARM PHARMACY;PHARMACY
GENTIAN PHARMACY;PHARMACY
GHPMA PHARMACY;PHARMACY
GI ENDOSCOPY OF PLANO;PHARMACY
GIANT EAGLE PHARMACY;PHARMACY
GIANT FOODS;PHARMACY
GIANT PHARAMACY;PHARMACY
GIANT PHARMACY;PHARMACY
GIANT PHARMAY;PHARMACY
GIBBS DRUG STORE;PHARMACY
GIBSON DISCOUNT PHARMACY;PHARMACY
GIBSON PHARMACY;PHARMACY
GIBSON PRESCRIPTION PHARMACY;PHARMACY
GIBSON PRESCRIPTION PHCY;PHARMACY
GIBSONBURG PHARMACY;PHARMACY
GIG PHARMACY;PHARMACY
GILBERT PHARMACY INC;PHARMACY
GILLESPIES DRUGS;PHARMACY
GILMER DRUG COMPANY;PHARMACY
GIORDANO PHARMACY;PHARMACY
GIORGIO PHARMACY;PHARMACY
GLADE PHARMACY;PHARMACY
GLEN OAKS HOSPITAL;PHARMACY
GLEN ROSE DISCOUNT DRUG;PHARMACY
GLEN ROSE MEDICAL CENTER;PHARMACY
GLENDALE PHARMACY;PHARMACY
GLENVIEW PROFESSIONAL PHCY II;PHARMACY
GLENVIEW PROFESSIONAL PHCY INC;PHARMACY
GLENWOOD PHARMACY;PHARMACY
GLOBAL HOSPICE CARE;PHARMACY
GLOBAL PHARMACY;PHARMACY
GLOBE PHARMACY;PHARMACY
GLOUCESTER PHARMACY;PHARMACY
GLOYERS PHARMACY INC;PHARMACY
GM PHARMACY;PHARMACY
GODERICH PHARMACY;PHARMACY
GOLD STAR PHARMACY;PHARMACY
GOLDEN PLAINS COMMUNITY HOSP;PHARMACY
GOLDEN TRIANGLE PHARMACY SVCS;PHARMACY
GOLDEN USA PHARMACY;PHARMACY
GOLDSMITHS DRUG;PHARMACY
GONZALES COMMUNITY HEALTH CTR;PHARMACY
GOOCHLAND PHARMACY;PHARMACY
GOOD SHEPHERD AMBULATORY;PHARMACY
GOOD SHEPHERD MEDICAL CENTER KILGORE;PHARMACY
GOOD SHEPHERD MEDICAL CENTER;PHARMACY
GOODS MEDICINE CHEST;PHARMACY
GOODALL-WITCHER HOSPITAL;PHARMACY
GOODLIFE PHARMACY INC;PHARMACY
GOOSE CREEK SCHOOL BASED;PHARMACY
GORMAN PHARMACY;PHARMACY
GPS PHARMACY;PHARMACY
GR CURE PHARMACY;PHARMACY
GR CURE;PHARMACY
GRACE ER;PHARMACY
GRACE MEDICAL CENTER;PHARMACY
GRACE PHARMACY;PHARMACY
GRAHAM PHARMACY;PHARMACY
GRAHAM REGIONAL MEDICAL CENTER;PHARMACY
GRAMERCY OUTPATIENT;PHARMACY
GRANBURY DRUG I;PHARMACY
GRAND AVE. PHARMACY;PHARMACY
GRAND PARKWAY PHARM  MED;PHARMACY
GRAND PHARMACY;PHARMACY
GRAND PRAIRIE COPC PHARMACY;PHARMACY
GRAND PRAIRIE WHC PHARMACY;PHARMACY
GRAN_PHARMA;PHARMACY
GRAPEVINE DRUG MART OPERATIONS;PHARMACY
GRAYSON COUNTY HEALTH DEPT;PHARMACY
GREEN CROSS PHARMACY;PHARMACY
GREEN OAKS HOSPITAL;PHARMACY
GREEN VALLEY DRUGS HOME HEALTH;PHARMACY
GREENCARE PHARMACY;PHARMACY
GREENPARK PHARMACY;PHARMACY
GREENPATH PHARMACY;PHARMACY
GREENSPOINT PHARMACY;PHARMACY
GREENVILLE COMMUNITY HEALTH;PHARMACY
GREENVILLE HOME TOWN MEDICAL;PHARMACY
GREENVILLE SURGERY CENTER;PHARMACY
GREENVILLE-HUNT COUNTY;PHARMACY
GREER PHARMACY;PHARMACY
GRILLI PHARMACY;PHARMACY
GRIMES ST. JOSEPH HEALTH CNTR;PHARMACY
GROESBECK CITY DRUG;PHARMACY
GROTTOES PHARMACY;PHARMACY
GROVE MEDICAL CENTER PHARMACY;PHARMACY
GROVEWAY PHARMACY;PHARMACY
GRUENE ROAD PHARMACY;PHARMACY
GUADALUPE HEALTH CENTER;PHARMACY
GUADALUPE REGIONAL MEDICAL CENTER;PHARMACY
GUADALUPE REGIONAL MEDICAL;PHARMACY
GUARDIAN ANGEL PHARMACY;PHARMACY
GUARDIAN PHARMACY SERVICES;PHARMACY
GUFFEYS DRUG STORE;PHARMACY
GULF BANK PHARMACY;PHARMACY
GULF COAST MEDICAL CENTER;PHARMACY
GULF COAST SUPPLY CHAIN SVCS;PHARMACY
GULF STATES PHARMACY;PHARMACY
GULFGATE COMMUNITY HEALTH;PHARMACY
GUN BARREL CITY PHARMACY;PHARMACY
GUSS DRUG STORE;PHARMACY
GUY LAMBERT;PHARMACY
H  L PHARMACY;PHARMACY
H  S PHARMACY;PHARMACY
H  W COMPOUNDING;PHARMACY
H  W PHARMACY;PHARMACY
H.E.B. PHARMACY SOLUTIONS;PHARMACY
H.E.B. PHARMACY;PHARMACY
H.O.P.E. INC. MED. CLINIC PHCY;PHARMACY
HACS PHARMACY;PHARMACY
HAEUN PHARMACY;PHARMACY
HAHNEMANN APOTHECARY;PHARMACY
HALLMARK PHARMACY;PHARMACY
HALLS IV  INSTITUTIONAL;PHARMACY
HALLS LONGTERM CARE PHARMACY;PHARMACY
HALLS PHARMACY;PHARMACY
HALLSVILLE DRUG  HARDWARE LLC;PHARMACY
HAMILTON CITY DRUG;PHARMACY
HAMILTON GENERAL HOSPITAL;PHARMACY
HAMILTON HOSPITAL;PHARMACY
HAMLIN MEMORIAL HOSPITAL;PHARMACY
HAMLIN PHARMACY;PHARMACY
HAMPTON ALLIED PHARMACY INC;PHARMACY
HANSER PHARMACY AND STEIN;PHARMACY
HANSFORD HOSPITAL;PHARMACY
HARBOR HOSP OF SOUTHEAST TX;PHARMACY
HARDEMAN COUNTY MEMORIAL HOSP;PHARMACY
HARDIN COUNTY HEALTH DEPT;PHARMACY
HARDING  PARKER INC;PHARMACY
HARLINGEN MEDICAL CENTER;PHARMACY
HARLINGEN PUBLIC HEALTH CENTER;PHARMACY
HARLINGEN SURGICAL CENTER;PHARMACY
HARMONY HOUSE;PHARMACY
HARRELS KINGSVILLE PHARMACY;PHARMACY
HARRINGTON CANCER CENTER PHARMACY;PHARMACY
HARRIS COUNTY PSYCHIATRIC CTR;PHARMACY
HARRIS COUNTY SHERIFFS DEPT;PHARMACY
HART PHARMACY;PHARMACY
HARTLEY MEDICAL CENTER;PHARMACY
HARVEST DRUG  GIFT;PHARMACY
HARVESTFIELD PHARMACY;PHARMACY
HASKELL CLINICAL SERVICES;PHARMACY
HASKELL MEM. HOSP. PHARMACY;PHARMACY
HAVEN BEHAVIORAL HOSPITAL OF FORT WORTH;PHARMACY
HAVEN HEALTH CLINICS;PHARMACY
HAYS COUNTY HEALTH DEPARTMENT;PHARMACY
HAYS SURGERY CENTER;PHARMACY
HAZELS COMPOUNDING RX PHARMACY INC;PHARMACY
HCHD/HEALTH CARE FOR THE;PHARMACY
HEA SURGERY CENTER;PHARMACY
HEALING INFECTIONS PHARMACY;PHARMACY
HEALIX THERAPEUTICS;PHARMACY
HEALTH BRIDGE CHILDRENS;PHARMACY
HEALTH CARE CENTER PHARMACY;PHARMACY
HEALTH CHECK PHARMACY;PHARMACY
HEALTH FIRST PHARMACY;PHARMACY
HEALTH FIT PHARMACY;PHARMACY
HEALTH PLUS PHARMACY/FARMACIA SALUD MAS;PHARMACY
HEALTH PROFESSIONALS;PHARMACY
HEALTH RESEARCH INSTITUTE;PHARMACY
HEALTH SERVICES PROGRAM;PHARMACY
HEALTH SOUTH REHAB HOSP OF MIDLAND/ODESS;PHARMACY
HEALTH-RITE PHARMACY;PHARMACY
HEALTHCARE FOR THE HOMELESS;PHARMACY
HEALTHCARE PHARMACY LLC;PHARMACY
HEALTHCHOICE PHARMACY;PHARMACY
HEALTHCO PHARMACY ;PHARMACY
HEALTHCO PHARMACY CORP;PHARMACY
HEALTHPARTNERS REFILL CENTER PHARMACY;PHARMACY
HEALTHPOINT ABC;PHARMACY
HEALTHPOINT CENTERVILLE;PHARMACY
HEALTHPOINT NAVASOTA;PHARMACY
HEALTHQUEST PHARMACY;PHARMACY
HEALTHSCRIPTS OF AMERICA-HOUSTON;PHARMACY
HEALTHSCRIPTS OF AMERICA-NORTH TEXAS LLC;PHARMACY
HEALTHSCRIPTS SPECIALTY PHARMACY LLC;PHARMACY
HEALTHSOUTH CITYVIEW REHAB;PHARMACY
HEALTHSOUTH PLANO REHAB HOSP;PHARMACY
HEALTHSOUTH REHAB HOSPITAL OF;PHARMACY
HEALTHSOUTH REHAB HOSPITAL THE WOODLANDS;PHARMACY
HEALTHSOUTH REHABILITATION HOSPITAL OF F;PHARMACY
HEALTHSOUTH REHABILITATION HOSPITAL;PHARMACY
HEALTHSOUTH REHABILITATION;PHARMACY
HEALTHSOUTH SUGAR LAND;PHARMACY
HEALTHSTAT RX;PHARMACY
HEALTHWAREHOUSE;PHARMACY
HEALTHY PHARMACY SOLUTIONS;PHARMACY
HEARD JONES OF PAMPA INC;PHARMACY
HEART OF TEXAS OUTPATIENT;PHARMACY
HEART OF TX MEMORIAL HOSPITAL;PHARMACY
HEARTLAND HEALTHCARE SERVICES LLC;PHARMACY
HEARTLAND HOME HEALTH CARE AND;PHARMACY
HEARTLAND VETERINARY PHARMACY;PHARMACY
HEATON LASER AND SURGERY CNTR;PHARMACY
HEB PHARMACY ;PHARMACY
HEIGHTS SURGERY CENTER;PHARMACY
HEIGHTS-STUDEWOOD PHARMACY;PHARMACY
HELPING HANDS COMMUNITY CLINIC;PHARMACY
HEMOPHILIA OF GEORGIA;PHARMACY
HEMOPHILIA PREFERRED CARE;PHARMACY
HEMPHILL COUNTY HOSPITAL;PHARMACY
HENDRICK CENTER FOR EXTENDED;PHARMACY
HENDRICK MEDICAL CENTER;PHARMACY
HENDRICK PROFESSIONAL PHARMACY;PHARMACY
HENRIETTA PHARMACY INC;PHARMACY
HENRY SCHEIN ANIMAL HEALTH;PHARMACY
HEREFORD HEALTHMART PHARMACY;PHARMACY
HEREFORD REGIONAL MEDICAL CNTR;PHARMACY
HERITAGE EYE SURGERY CENTER;PHARMACY
HERITAGE PARK SURGERY CENTER I;PHARMACY
HERITAGE PARK SURGICAL;PHARMACY
HERITAGE PARKWAY PHARMACY;PHARMACY
HERITAGE PHARMACY INC;PHARMACY
HERITAGE PHARMACY;PHARMACY
HERITAGE THERAPEUTICS LLC;PHARMACY
HHH: SEARCH CLINIC PHARMACY;PHARMACY
HHH: STAR OF HOPE CLINIC PHCY;PHARMACY
HHI INFUSION SERVICES;PHARMACY
HIBBS PHARMACY;PHARMACY
HICKORY TRAIL HOSPITAL;PHARMACY
HIDALGO COUNTY HEALTH AND;PHARMACY
HIGH PERFORMANCE PHARMACY LLC;PHARMACY
HIGH POINT PHARMACY;PHARMACY
HIGHLAND DRUG INC;PHARMACY
HIGHLAND PARK EMERGENCY CENTER LLC;PHARMACY
HIGHLAND PARK PLASTIC SURGERY;PHARMACY
HIGHLAND PHARMACY;PHARMACY
HIGHLANDS REGIONAL;PHARMACY
HILL COUNTRY APOTHECARY;PHARMACY
HILL COUNTRY MEMORIAL HOSPITAL;PHARMACY
HILL COUNTRY MEMORIAL SURGERY;PHARMACY
HILL COUNTRY PHARMACY;PHARMACY
HILL COUNTRY SURGERY CENTER;PHARMACY
HILL REGIONAL HOSPITAL PHARMAC;PHARMACY
HILLS DRUG STORE;PHARMACY
HILLCREST BAPTIST MEDICAL CTR;PHARMACY
HILLCREST BAPTIST MEDICAL;PHARMACY
HILLCREST CANCER CENTER PHARMACY;PHARMACY
HILLCREST PHARMACY;PHARMACY
HILLCROFT PHARMACY;PHARMACY
HILLIARD DRUGS INC;PHARMACY
HMH MADISONVILLE EMERGENCY  IMAGING CEN;PHARMACY
HMU SURGICAL CENTER;PHARMACY
HOAST PHARMACY;PHARMACY
HODGES  SARGENT PHARMACY;PHARMACY
HOLIDAY RX PHARMACY;PHARMACY
HOLISTIC MEDICINE AND GIFT SHO;PHARMACY
HOLMAN PHARMACY;PHARMACY
HOLMES PHARMACY;PHARMACY
HOME CARE SOLUTIONS;PHARMACY
HOME INTENSIVE CARE PHARMACY;PHARMACY
HOMELESS OUTREACH MEDICAL SERV;PHARMACY
HOMEMED PHARMACY;PHARMACY
HOMETOWN DRUG;PHARMACY
HOMETOWN PHARMACY;PHARMACY
HONEY GROVE PHARMACY;PHARMACY
HOPE MEDICAL PHARMACY;PHARMACY
HOPE PROFESSIONAL COMPOUNDING;PHARMACY
HOPEWELL PHARMACY;PHARMACY
HOPKINS COUNTY MEMORIAL;PHARMACY
HOSPICE AUSTIN;PHARMACY
HOSPICE OF EAST TEXAS;PHARMACY
HOSPICE OF EL PASO PHARMACY;PHARMACY
HOSPICE OF WICHITA FALLS PHCY;PHARMACY
HOSPICE PHARMACIA;PHARMACY
HOSPITAL FOR SURGICAL EXCELLENCE OF;PHARMACY
HOUSTON CHILDRENS DENTAL CTR;PHARMACY
HOUSTON HOSPICE INPATIENT;PHARMACY
HOUSTON HOSPITAL FOR;PHARMACY
HOUSTON MEDICINE CHEST;PHARMACY
HOUSTON METRO ORTHO  SPINE SURGERY CENT;PHARMACY
HOUSTON MIDTOWN PHARMACY;PHARMACY
HOUSTON NORTHWEST MEDICAL CTR;PHARMACY
HOUSTON ORTHOPEDIC  SPINE HOSPITAL;PHARMACY
HOUSTON PHYSICIANS HOSPITAL;PHARMACY
HOUSTON SOUTH SIDE PHARMACY;PHARMACY
HOWARD COUNTY COMMUNITY HEALTH CENTER PH;PHARMACY
HOYES PHARMACY;PHARMACY
HPB PHARMACY;PHARMACY
HQ PHARMACY;PHARMACY
HUBBARD CITY DRUG;PHARMACY
HUDGINS PHARMACY INC;PHARMACY
HUENEME FAMILY PHARMACY;PHARMACY
HUGHES PHARMACY;PHARMACY
HUGULEY MEMORIAL MEDICAL CENTER;PHARMACY
HUGULEY SURGERY CENTER;PHARMACY
HULEN PHARMACY;PHARMACY
HUMBLE HEALTH CLINIC;PHARMACY
HUMBLE KINGWOOD ENDOSCOPY CENTER;PHARMACY
HUNT REGIONAL COMMUNITY HOSP;PHARMACY
HUNT REGIONAL MEDICAL CENTER;PHARMACY
HUNTER REPAS PHARMACY;PHARMACY
HUNTERS CREEK PHARMACY;PHARMACY
HUNTSVILLE MEMORIAL HOSPITAL;PHARMACY
H̩LIOS;PHARMACY
I.D. DOCTORS PHARMACY;PHARMACY
I.T.C. PHARMACY;PHARMACY
ICON HOSPITAL;PHARMACY
IGG OF AMERICA INC;PHARMACY
IMC PHARMACY;PHARMACY
INDUSTRIAL  FAMILY PHARMACY;PHARMACY
INFINITY INFUSION CARE;PHARMACY
INFINITY PHARMACY SOLUTIONS LLC;PHARMACY
INFUSERVE AMERICA;PHARMACY
INFUSION ASSOC OF WEST TEXAS;PHARMACY
INFUSION SERVICES  SPECIALTY;PHARMACY
INFUSION THERAPY OF TEXAS;PHARMACY
INJURY MED EXPRESS PHARMACY;PHARMACY
INNOVA HOSPITAL SAN ANTONIO;PHARMACY
INSTITUTE FOR MINIMALLY INVASIVE SURGERY;PHARMACY
INSTITUTIONAL PHARMACY SOLUTIONS;PHARMACY
INTEGRA PHARMACY;PHARMACY
INTEGRATED CARE PHARMACY;PHARMACY
INTEGRATED HEALTH CONCEPTS INC;PHARMACY
INTEGRATED HMO PHARMACY;PHARMACY
INTEGRITY TRANSITIONAL;PHARMACY
INTERNATIONAL CENTER FOR SURGICAL SCIENC;PHARMACY
INTRACARE COMMUNITY PHARMACY LLC;PHARMACY
INTRACARE NORTH HOSPITAL;PHARMACY
INTRATHECAL COMPOUNDING;PHARMACY
INVENTIVE INFUSION SOLUTIONS;PHARMACY
INVERNESS APOTHECARY SOUTH TEXAS;PHARMACY
INVERNESS APOTHECARY;PHARMACY
INWOOD PHARMACY;PHARMACY
IONIA PHARMACY;PHARMACY
IRAAN GENERAL HOSP. DISTRICT;PHARMACY
IRVING COPPELL SURGICAL HOSPIT;PHARMACY
IRVING H.C. CLASS D PHARMACY;PHARMACY
IRVING WOMEN HEALTH CENTER;PHARMACY
IRVINGTON FAMILY PHARMACY;PHARMACY
ISORX TEXAS LTD;PHARMACY
IV  HOME HEALTH SERVICES OF;PHARMACY
IV SOLUTIONS OF AMARILLO;PHARMACY
IV SOLUTIONS OF LUBBOCK;PHARMACY
IVEDCO;PHARMACY
IVMEDCO FORT WORTH;PHARMACY
I_PHARMA;PHARMACY
J  I PHARMACY;PHARMACY
J  J PHARMACY;PHARMACY
J  L PHARMACY;PHARMACY
J AND D PHARMACY INC;PHARMACY
J.C.S TRUECARE PHARMACY INC;PHARMACY
J.O. WYATT COMMUNITY;PHARMACY
JACKS APOTHECARY;PHARMACY
JACKS PARK PHARMACY;PHARMACY
JACKSON COUNTY HOSPITAL;PHARMACY
JACKSON COUNTY PHARMACY;PHARMACY
JACKSON HINDS GARDEN CLINIC PHARMACY;PHARMACY
JACKSON PARK PHARMACY;PHARMACY
JACKSONS  JK PHARMACY;PHARMACY
JACKY CLAUDE;PHARMACY
JACOBS FAMILY PHARMACY;PHARMACY
JAMES MCCOYS DRUG STORE SOUTH;PHARMACY
JAMES MCCOYS DRUG STORE;PHARMACY
JAMES PHARMACY;PHARMACY
JAMORX PHARMACY INC;PHARMACY
JASPER NEWTON CO. HEALTH DIST;PHARMACY
JAYS CITY PHARMACY;PHARMACY
JAYS PHARMACY;PHARMACY
JCP HOME OFFICE PHARMACY;PHARMACY
JEFFERSON PHARMACY;PHARMACY
JEN CARE PHARMACY;PHARMACY
JERRYS PHARMACY;PHARMACY
JERSEY SHORE PHARMACY;PHARMACY
JE_VAIS_MIEUX_MERCI;PHARMACY
JIMS PHARMACY;PHARMACY
JOE ARRINGTON CANCER CENTER;PHARMACY
JOES PHARMACY;PHARMACY
JOHN PETER SMITH HOSPITAL;PHARMACY
JOHNSON CITY PHARMACY;PHARMACY
JONES MCCALL PHARMACY;PHARMACY
JORDAN PHARMACY;PHARMACY
JOSHUA PHARMACY;PHARMACY
JOSHUAS PHARMACY;PHARMACY
JPS HEALTH SYSTEM PHARMACY;PHARMACY
JPS HLTH NETWK CNTRL FILL PHCY;PHARMACY
JPS INFUSION PHARMACY;PHARMACY
JPS SURGICAL CENTER-ARLINGTON;PHARMACY
JPS VIOLA M PITTS/COMO PHCY;PHARMACY
JUNGLE JIMS OLD FASHIONED;PHARMACY
JUNIORS PHARMACY;PHARMACY
JUST HERE PHARMACY;PHARMACY
JUSTIN FAMILY PHARMACY;PHARMACY
JV DISCOUNT PHARMACY;PHARMACY
K  K PHARMACY;PHARMACY
K-C DRUGS ;PHARMACY
KABS PHARMACY;PHARMACY
KARNES COMMUNITY HEALTH CENTER;PHARMACY
KASE RX PHARMACY;PHARMACY
KATE DISHMAN REHABILITATION;PHARMACY
KATY EMERGENCY CENTER;PHARMACY
KATY MEDICAL COMPLEX PHARMACY;PHARMACY
KATY PHARMACY I;PHARMACY
KAUFMAN COMMUNITY HEALTH CNTR;PHARMACY
KEARNEY PARK PHARMACY;PHARMACY
KEEL DRUG STORE;PHARMACY
KEENE PHARMACY;PHARMACY
KELL WEST REGIONAL HOSPITAL;PHARMACY
KELLER PHARMACY;PHARMACY
KELLYS PHARMACY;PHARMACY
KELSEY PHARMACY;PHARMACY
KELSEY-SEYBOLD CLINIC ASC PHCY;PHARMACY
KELSEY-SEYBOLD CLINIC ASC PHY;PHARMACY
KELSEY-SEYBOLD INFUSION PHARMACY;PHARMACY
KEMP FAMILY PHARMACY;PHARMACY
KENJURA PHARMACY INC;PHARMACY
KENS PHARMACY;PHARMACY
KENSTAR PHARMACY;PHARMACY
KERMIT PHARMACY;PHARMACY
KERRVILLE AMBULATORY SURGERY;PHARMACY
KERRVILLE STATE HOSPITAL;PHARMACY
KEY COMPOUNDING PHARMACY;PHARMACY
KEY WHITMAN SURGERY CENTER;PHARMACY
KEYES PHARMACY;PHARMACY
KEYSTONE RX ;PHARMACY
KG PHARMACY;PHARMACY
KHN PHAMACY SYCAMORE;PHARMACY
KILLIONS PHARMACY;PHARMACY
KIM LONG PHARMACY;PHARMACY
KIM TAM PHARMACY;PHARMACY
KIMBLE HOSPITAL;PHARMACY
KIMMY PHARMACY;PHARMACY
KINDRED HOSPITAL BAY AREA;PHARMACY
KINDRED HOSPITAL BAYTOWN;PHARMACY
KINDRED HOSPITAL CLEAR LAKE;PHARMACY
KINDRED HOSPITAL DALLAS CENTRAL;PHARMACY
KINDRED HOSPITAL EAST HOUSTON;PHARMACY
KINDRED HOSPITAL EL PASO;PHARMACY
KINDRED HOSPITAL FORT WORTH W;PHARMACY
KINDRED HOSPITAL HOUSTON MEDICAL CTR;PHARMACY
KINDRED HOSPITAL NORTH HOUSTON;PHARMACY
KINDRED HOSPITAL SAN ANTONIO;PHARMACY
KINDRED HOSPITAL SPRING;PHARMACY
KINDRED HOSPITAL SUGAR LAND;PHARMACY
KINDRED HOSPITAL TARRANT CNTY;PHARMACY
KINDRED HOSPITAL THE HEIGHTS;PHARMACY
KINDRED HOSPITAL TOMBALL;PHARMACY
KINDRED HOSPITAL TOWN AND COUNTRY;PHARMACY
KINDRED HOSPITAL-DALLAS;PHARMACY
KINDRED HOSPITAL-HOUSTON NW;PHARMACY
KINDRED HOSPITAL-MANSFIELD;PHARMACY
KINDRED HOSPITAL-WHITE ROCK;PHARMACY
KINDRED REHAB HOSPITAL ARLINGTON;PHARMACY
KINDRED REHAB HOSPITAL CLEAR LAKE;PHARMACY
KINDRED REHABILITATION HOSPITAL;PHARMACY
KING PHARMACY;PHARMACY
KING PINSON PHARMACY;PHARMACY
KINGS COMPOUNDING PHARMACY;PHARMACY
KINGS DAUGHTERS PHARMACY INC;PHARMACY
KINGS LTC PHARMACY;PHARMACY
KINGS PHARMACY ;PHARMACY
KINGS PHARMACY BEAUMONT;PHARMACY
KINGS PHARMACY LUMBERTON LLC;PHARMACY
KINGS PHARMACY MID-COUNTY;PHARMACY
KINGS RX PHARMACY;PHARMACY
KINGSBRIDGE RX PHARMACY INC;PHARMACY
KINGSLAND HEALTH MART PHARMACY;PHARMACY
KINGSLAND PHARMACY;PHARMACY
KINGSLEY PHARMACY;PHARMACY
KINGWOOD MEDICAL CENTER;PHARMACY
KINGWOOD PINES HOSPITAL;PHARMACY
KINSEYS PHARMACY;PHARMACY
KIOSCO Y  FC;PHARMACY
KIRBY GLEN PHARMACY;PHARMACY
KIRBY GLEN SURGERY CENTER;PHARMACY
KIRBY SURGICAL CENTER;PHARMACY
KKS PHARMACY ;PHARMACY
KMART PHARMACY;PHARMACY
KNAPP MEDICAL CENTER;PHARMACY
KNAPP SURGERY CENTER;PHARMACY
KNIGHTS PHARMACY;PHARMACY
KNISLEY PHARMACY;PHARMACY
KNOX COUNTY HOSPITAL PHARMACY;PHARMACY
KNOX COUNTY PHARMACY  SUPPLY;PHARMACY
KOEHLER DRUG;PHARMACY
KOHLLS/RXMPSS;PHARMACY
KOHLLS PHARMACY  HOMECARE;PHARMACY
KOPP DRUG;PHARMACY
KOPP PHARMACY;PHARMACY
KP PROFESSIONAL PHARMACY;PHARMACY
KRATZERS PHARMACY;PHARMACY
KREMCO PHARMACY;PHARMACY
KRESGE LEBAR DRUG  SURGICAL;PHARMACY
KRESGE LEBAR;PHARMACY
KROGER PHARMACY;PHARMACY
KROGER SAV-ON;PHARMACY
KROGER SAVON PHCY;PHARMACY
KRS GLOBAL BIOTECHNOLOGY;PHARMACY
KVN PHARMACY;PHARMACY
KYVA PHARMACY;PHARMACY
L  S PHARMACY;PHARMACY
L AND B PHARMACY;PHARMACY
L L BONE PHARMACY;PHARMACY
LA FERIA DRUG;PHARMACY
LA HACIENDA PHARMACY INC;PHARMACY
LA JOYA FAMILY PHARMACY;PHARMACY
LA MISION FAMILY HEALTHCARE;PHARMACY
LA NUEVA CASA DE AMIGOS HEALTH;PHARMACY
LA PLAZA PHARMACY;PHARMACY
LADYSMITH PHARMACY;PHARMACY
LAFAYETTE PHARMACY;PHARMACY
LAKE CENTRE PHARMACY;PHARMACY
LAKE GRANBURY MEDICAL CENTER;PHARMACY
LAKE HILLS PHARMACY;PHARMACY
LAKE POINTE MEDICAL CENTER EMERGENCY CEN;PHARMACY
LAKE POINTE MEDICAL CENTER;PHARMACY
